Case ID,DeeplinkUrl,GerechtelijkProductType,InformatieNietGepubliceerdMessage,InterneUrl,IsInactief,Proceduresoorten,Publicatiedatum,PublicatiedatumDate,Publicatiestatus,Rechtsgebieden,RelatieVerwijzingen,Tekstfragment,Titel,TitelEmphasis,Uitspraakdatum,UitspraakdatumType,Vindplaatsen
ECLI-NL-GHDHA-2020-2352,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHDHA:2020:2352,uitspraak,De publicatie van de uitspraak staat gepland op 09-12-2020 om 09:46 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHDHA:2020:2352&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],09-12-2020,2020-12-09T09:46:10.729Z,gepubliceerd,['Strafrecht'],[],Art. 12 Sv; art. 273f Sr. Afwijzing beklag wegens niet vervolging n.a.v. aangifte in Nederland van mensenhandel gepleegd in Italië door klaagster met Nigeriaanse nationaliteit. Geen rechtsmacht voor Nederland t.a.v. de gestelde strafbare feiten. Derhalve evenmin een rechtsgrond voor rechtshulpverzoek. Onvoldoende informatie beschikbaar voor spontane verstrekking ervan aan de bevoegde autoriteiten in Italië . Art. 86b Sr niet in strijd met EU-recht. Verbod van EHRM om klaagster  uit te zetten naar Italië doet niet af aan ontbreken rechtsmacht van Nederland. Uitleg van ‘positieve verplichtingen’ van de staat om slachtofferrechten te waarborgen.,"Gerechtshof Den Haag, 21-10-2020, K20/220108",ECLI:NL:GHDHA:2020:2352,21-10-2020,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHAMS-2016-2838,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHAMS:2016:2838,uitspraak,De publicatie van de uitspraak staat gepland op 20-07-2016 om 08:52 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHAMS:2016:2838&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],20-07-2016,2016-07-20T08:52:59Z,gepubliceerd,['Strafrecht'],[],Officier van justitie niet-ontvankelijk nu verdachte wordt vervolgd voor andere feiten dan waarvoor zij is overgeleverd en zij geen afstand heeft gedaan van het recht een beroep te doen op het specialiteitsbeginsel.,"Gerechtshof Amsterdam, 01-06-2016, 23-003662-14",ECLI:NL:GHAMS:2016:2838,01-06-2016,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBUTR-2012-BX0213,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBUTR:2012:BX0213,uitspraak,De publicatie van de uitspraak staat gepland op 03-07-2012 om 16:17 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBUTR:2012:BX0213&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],03-07-2012,2012-07-03T16:17:51Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Hoger beroep: ', 'LinkTekst': 'ECLI:NL:GHARL:2015:2048', 'Postfix': ', Meerdere afhandelingswijzen', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHARL:2015:2048&showbutton=true&keyword=mensenhandel'}]","Verdachte is veroordeeld voor vrouwenhandel. De rechtbank is van oordeel dat aan veroordeelde de verplichting moet worden opgelegd tot betaling aan de Staat ter ontneming van wederrechtelijk verkregen voordeel van een bedrag van € 611.360,- in verband met de verdiensten aan de vrouwenhandel.","Rechtbank Utrecht, 02-07-2012, : 08/963019-07",ECLI:NL:RBUTR:2012:BX0213,02-07-2012,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBAMS-2018-4482,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBAMS:2018:4482,uitspraak,De publicatie van de uitspraak staat gepland op 29-06-2018 om 14:38 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2018:4482&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],29-06-2018,2018-06-29T14:38:48Z,gepubliceerd,['Strafrecht'],[],"Een 39-jarige mensenhandelaar krijgt 2 jaar gevangenisstraf, waarvan 6 maanden voorwaardelijk. Ook moet hij zijn slachtoffer ruim 30.000 euro schadevergoeding betalen.","Rechtbank Amsterdam, 27-06-2018, 13/728147-15",ECLI:NL:RBAMS:2018:4482,27-06-2018,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2020-14100,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2020:14100,uitspraak,De publicatie van de uitspraak staat gepland op 25-01-2021 om 09:53 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2020:14100&showbutton=true&keyword=mensenhandel,0.0,"['Eerste aanleg - enkelvoudig', 'Voorlopige voorziening']",25-01-2021,2021-01-25T09:53:34.719Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],Vreemdelingenwet - intrekking verblijfsvergunning tijdelijke humanitaire gronden en verzoek om wijziging beperking afgewezen - beroep ongegrond.,"Rechtbank Den Haag, 17-12-2020, AWB 20/3823 en AWB 20/3824",ECLI:NL:RBDHA:2020:14100,17-12-2020,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBSGR-2012-BY4974,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBSGR:2012:BY4974,uitspraak,De publicatie van de uitspraak staat gepland op 04-12-2012 om 12:56 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBSGR:2012:BY4974&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],04-12-2012,2012-12-04T12:56:22Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"De rechtbank stelt vast dat op grond van artikel 7 Vw eiseres gedurende haar strafrechtelijke detentie de toegang geweigerd is gebleven. Dat eiseres op te kennen heeft gegeven dat zij asiel wil aanvragen betekent niet dat daarmee van rechtswege de toegangsweigering is komen te vervallen. Verweerder heeft het besluit tot toegangsweigering van 3 september 2012 ook niet ingetrokken. Verweerder heeft enkel in verband met de asielaanvraag van eiseres in de plaatsingsbeschikking gespecificeerd dat haar de verdere toegang is geweigerd. Op grond van het vorenstaande is de rechtbank van oordeel dat de toegangsweigering van nog steeds van kracht is, zodat haar ingevolge artikel 6, eerste en tweede lid, Vw een vrijheidsontnemende maatregel kon worden opgelegd. 
De vraag op welke wijze eiseres nog op kan komen tegen deze toegangsweigering omdat zij eerst later een asielaanvraag heeft ingediend, ligt in de onderhavige procedure niet ter beoordeling voor.","Rechtbank 's-Gravenhage, 26-11-2012, AWB 12/34855",ECLI:NL:RBSGR:2012:BY4974,26-11-2012,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-PHR-2016-176,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:PHR:2016:176,conclusie,De publicatie van de uitspraak staat gepland op 05-04-2016 om 15:54 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:PHR:2016:176&showbutton=true&keyword=mensenhandel,0.0,[],05-04-2016,2016-04-05T15:54:21Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Arrest Hoge Raad: ', 'LinkTekst': 'ECLI:NL:HR:2016:554', 'Postfix': ', Gevolgd', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:HR:2016:554&showbutton=true&keyword=mensenhandel'}]","OM-cassatie. Vrijspraak mensenhandel door het doen afsluiten van telefoonabonnementen, art. 273f.1 onder 1 en 4 Sr. 
1. Art. 273f.1 onder 4 Sr. ’s Hofs oordeel dat “uitbuiting” moet worden aangemerkt als een impliciet bestanddeel van art. 273f.1 onder 4 Sr, is gelet op ECLI:NL:HR:2015:3309 juist. Hof heeft met juistheid geoordeeld dat voor bewezenverklaring van een op art. 273f.1 onder 4 Sr toegesneden tll. is vereist dat o.g.v. de omstandigheden van het geval uitbuiting komt vast te staan. HR herhaalt relevante overwegingen uit ECLI:NL:HR:2009:BI7099 en ECLI:NL:HR:2015:3309. Hof heeft geoordeeld dat een gedraging als het “afsluiten van een telefoonabonnement” niet z.m. is aan te merken als arbeid of dienst tot het verrichten waarvan iemand wordt gedwongen of bewogen zich beschikbaar te stellen a.b.i. art. 273f.1 onder 4 Sr. Uitgaande van voornoemd toetsingskader heeft het Hof geoordeeld dat, i.h.b. gelet op de aard en de korte duur van de diensten, de niet-noemenswaardige beperkingen die zij voor de betrokkenen meebrachten en het economische voordeel dat daarmee door verdachte werd behaald, alsmede gelet op de overige (persoonlijke) omstandigheden van de betrokkenen, geen sprake was van uitbuiting. Dit oordeel geeft niet blijk van een onjuiste rechtsopvatting en is niet onbegrijpelijk, terwijl het ook in het licht van hetgeen door de AG bij het Hof is aangevoerd omtrent de kwetsbaarheid van de betrokkenen, geen nadere motivering behoefde. 
2. Art. 273f.1 onder 1 Sr. In het licht van 's Hofs oordeel dat en waarom i.c. (telkens) geen sprake was van uitbuiting, geeft ook ‘s Hofs kennelijke oordeel dat van het oogmerk van uitbuiting in de zin van art. 273f.1 onder 1 Sr evenmin sprake was, niet blijk van een onjuiste rechtsopvatting en is het niet onbegrijpelijk.","Parket bij de Hoge Raad, 12-01-2016, 15/00430",ECLI:NL:PHR:2016:176,12-01-2016,conclusie,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2014-7483,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2014:7483,uitspraak,De publicatie van de uitspraak staat gepland op 04-07-2014 om 09:00 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2014:7483&showbutton=true&keyword=mensenhandel,0.0,"['Bodemzaak', 'Eerste aanleg - meervoudig']",04-07-2014,2014-07-04T09:00:21Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Naar het oordeel van de rechtbank kan op hoofdstuk B16/4.5, onder b, van de Vc 2000 eerst met vrucht een beroep worden gedaan indien het slachtoffer drie jaar of langer heeft bijgedragen aan de opsporing of vervolging. Vast staat dat de officier van justitie de vervolging van [A] binnen drie jaar na de aangifte van eiseres 1 heeft gestaakt zodat eiseres 1 niet valt onder categorie slachtoffers zoals beschreven in hoofdstuk B16/4.5. onder b. van de Vc 2000. Anders dan eiseres 1 stelt telt de periode die de klachtprocedure bij het Gerechtshof te Leeuwarden in beslag heeft genomen niet mee voor de berekening van de in voornoemd beleid vermelde drie jaren termijn. Immers eiseres 1 heeft gedurende deze periode niet bijgedragen aan de opsporing dan wel vervolging van [A]. Dit zou slechts anders zijn indien de klacht gericht tegen het niet vervolgen van [A] door het Gerechtshof gegrond was verklaard. Voor deze uitleg vindt de rechtbank steun in onderstaand passage van het toen geldende beleid:

“Bij deze grond tot inwilliging is doorslaggevend dat het slachtoffer drie jaar of langer heeft bijgedragen aan de opsporing of de vervolging én er een rechterlijke uitspraak is gedaan. In het geval de zaak eerder geseponeerd is geweest en de daadwerkelijke vervolging eerst na een beklag ter hand is genomen, telt de termijn van de beklagprocedure mee voor de berekening van de driejarentermijn.”","Rechtbank Den Haag, 19-06-2014, AWB-13_8084",ECLI:NL:RBDHA:2014:7483,19-06-2014,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHSHE-2008-BC2999,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHSHE:2008:BC2999,uitspraak,De publicatie van de uitspraak staat gepland op 30-01-2008 om 09:44 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHSHE:2008:BC2999&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],30-01-2008,2008-01-30T09:44:46Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Cassatie: ', 'LinkTekst': 'ECLI:NL:HR:2009:BI7097', 'Postfix': ', (Gedeeltelijke) vernietiging met terugwijzen', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:HR:2009:BI7097&showbutton=true&keyword=mensenhandel'}, {'RelatieOmschrijving': 'Conclusie in cassatie: ', 'LinkTekst': 'ECLI:NL:PHR:2009:BI7097', 'Postfix': None, 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:PHR:2009:BI7097&showbutton=true&keyword=mensenhandel'}]","Mensenhandel (273f Sr) en mensensmokkel (197a Sr). Ad 273f Sr. Het hof komt tot de gevolgtrekking dat bij de beoordeling van de feiten en omstandigheden in de voorliggende zaak met het oog op de vraag of deze onder de strafbaarstelling van art. 273f Sr vallen, allereerst vastgesteld moet worden of er sprake is van handelen (werven, huisvesten of opnemen) door dwang, door een of meer feitelijkheden, door dreiging met een of meer feitelijkheden, door misleiding dan wel door misbruik te maken van het uit feitelijke verhoudingen voortvloeiende overwicht of door misbruik te maken van een kwetsbare positie. Met de eerste rechter is het hof van oordeel dat zulks een zeker initiatief en actief handelen van de dader(s) vooronderstelt, waarbij doelbewust misbruik wordt gemaakt van de zwakkere of kwetsbare positie van slachtoffers. Eerst indien zulks vastgesteld kan worden dient te worden beoordeeld of een en ander is geschied met het oogmerk van uitbuiting. Het hof is op grond van in het arrest genoemde feiten en omstandigheden van oordeel dat niet kan worden gezegd dat verdachte en/of een of meer anderen het initiatief hebben genomen, noch dat zij actief hebben gehandeld ten aanzien van de Chinezen, bijvoorbeeld door hen te benaderen of te overreden in het restaurant te komen werken. Zij hebben veeleer gereageerd op verzoeken en in een aantal gevallen zelfs op smeekbedes van de Chinezen. Onder die omstandigheden kan niet bewezen worden verklaard dat verdachte en/of een of meer anderen bij het huisvesten of opnemen van de Chinezen doelbewust misbruik heeft/hebben gemaakt van het uit feitelijke verhoudingen voortvloeiende overwicht of van hun zwakkere/kwetsbare positie. Ten overvloede overweegt het hof dat geen sprake was van uitbuiting als bedoeld in art. 273f Sr. Ad 197a Sr. Het hof acht niet wettig en overtuigend bewezen dat verdachte op enigerlei wijze betrokken is geweest bij het aannemen of uitbetalen van personeel. Derhalve kan onbesproken blijven of er sprake was van oogmerk van winstbejag.","Gerechtshof 's-Hertogenbosch, 30-01-2008, 20-001123-07",ECLI:NL:GHSHE:2008:BC2999,30-01-2008,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RVS-2017-2855,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RVS:2017:2855,uitspraak,De publicatie van de uitspraak staat gepland op 25-10-2017 om 10:32 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RVS:2017:2855&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],25-10-2017,2017-10-25T10:32:29Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],"[{'RelatieOmschrijving': 'Eerste aanleg: ', 'LinkTekst': 'ECLI:NL:RBMNE:2016:3893', 'Postfix': ', (Gedeeltelijke) vernietiging en zelf afgedaan', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2016:3893&showbutton=true&keyword=mensenhandel'}]","Bij besluit van 19 september 2014 heeft de staatssecretaris een aanvraag van vreemdeling 1 om wijziging van de beperking van een aan haar verleende verblijfsvergunning regulier voor bepaalde tijd afgewezen, een aanvraag van de vreemdelingen om verlenging van de geldigheidsduur van aan hen verleende verblijfsvergunningen regulier voor bepaalde tijd afgewezen en deze vergunningen ingetrokken.","Raad van State, 20-10-2017, 201606861/1/V1",ECLI:NL:RVS:2017:2855,20-10-2017,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-PHR-2015-422,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:PHR:2015:422,conclusie,De publicatie van de uitspraak staat gepland op 14-04-2015 om 13:17 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:PHR:2015:422&showbutton=true&keyword=mensenhandel,0.0,[],14-04-2015,2015-04-14T13:17:23Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Arrest Hoge Raad: ', 'LinkTekst': 'ECLI:NL:HR:2015:939', 'Postfix': ', Gevolgd', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:HR:2015:939&showbutton=true&keyword=mensenhandel'}]",Saban B. HR: art. 81.1 RO.CAG over art. 6.1 EVRM (impartial tribunal)..,"Parket bij de Hoge Raad, 24-03-2015, 13/04892",ECLI:NL:PHR:2015:422,24-03-2015,conclusie,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2014-14649,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2014:14649,uitspraak,De publicatie van de uitspraak staat gepland op 02-12-2014 om 09:37 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2014:14649&showbutton=true&keyword=mensenhandel,0.0,['Voorlopige voorziening'],02-12-2014,2014-12-02T09:37:20Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"verzoek vrijstelling griffierecht; procesbelang

Verzoeker verzoekt om vrijstelling van de verplichting tot betaling van het griffierecht. Hij stelt daartoe slachtoffer te zijn van mensenhandel, onrechtmatig in Nederland te verblijven, niet te beschikken over inkomsten en niet te mogen werken. Verzoeker verwijst onder meer naar de uitspraak van de Afdeling bestuursrechtspraak van de Raad van State (de Afdeling) van 6 maart 2013 (ECLI:NL:RVS:2013:BZ4443). Ter onderbouwing van zijn onvermogen om te betalen, heeft verzoeker zijn dossier bij de Raad voor Rechtsbijstand van 10 oktober 2014 overgelegd, waaruit blijkt dat zijn eigen bijdrage op nihil is gesteld en een verklaring omtrent afwezigheid van vermogen, ondertekend door verzoeker op 29 oktober 2014. Hiermee heeft verzoeker voldoende aannemelijk gemaakt dat hij niet beschikt over eigen vermogen, dan wel over inkomsten, waarmee hij de voor de behandeling van zijn verzoek om een voorlopige voorziening verschuldigde griffierecht zou kunnen voldoen. Uit het dossier is evenmin van overige omstandigheden gebleken waaruit kan worden afgeleid dat verzoeker over vermogen beschikt om het griffierecht te kunnen voldoen. In de omstandigheden van dit geval maakt de heffing van griffierecht het voor verzoeker derhalve onmogelijk, althans uiterst moeilijk, om gebruik te maken van een door de wet opengestelde rechtsgang. Onder deze omstandigheden kan, gelet op hetgeen hiervoor is overwogen, redelijkerwijs niet worden geoordeeld dat verzoeker door het niet betalen van het griffierecht in verzuim is geweest, zodat niet-ontvankelijkverklaring van het verzoek om een voorlopige voorziening achterwege dient te blijven.","Rechtbank Den Haag, 27-11-2014, AWB 14/21707",ECLI:NL:RBDHA:2014:14649,27-11-2014,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBSGR-2007-BC5117,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBSGR:2007:BC5117,uitspraak,De publicatie van de uitspraak staat gepland op 27-02-2008 om 12:15 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBSGR:2007:BC5117&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],27-02-2008,2008-02-27T12:15:31Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Vertrouwensbeginsel / rechtmatig verblijf
Met betrekking tot het beroep van eiseres op het vertrouwensbeginsel overweegt de rechtbank als volgt. In zijn verweerschrift en ter zitting heeft verweerder betoogd dat de afgifte van het verblijfsdocument aan eiseres niet in strijd is met het vertrouwensbeginsel, aangezien aan de afgifte van dit verblijfsdocument geen beslissing ten grondslag heeft gelegen en eiseres hieromtrent nimmer een beschikking heeft ontvangen. De rechtbank volgt verweerder hierin niet en acht hierbij het volgende van belang. Bij beschikking van 17 januari 2006 is aan eiseres een verblijfsvergunning verleend, geldig van 19 november 2002 tot 26 april 2005. Op 13 februari 2006 heeft eiseres bezwaar gemaakt tegen voornoemde beschikking. Op 11 juli 2006 heeft er naar aanleiding van het bezwaarschrift van eiseres een hoorzitting plaatsgevonden. Een week later, op 18 juli 2006, is aan eiseres een verblijfsdocument onder een beperking verband houdend met mensenhandel verleend, met een geldigheidsduur tot 19 november 2007. Eerst op 26 april 2007, ruim negen maanden na de verstrekking van het verblijfsdocument aan eiseres, heeft verweerder het bezwaarschrift van eiseres ongegrond verklaard. Vervolgens heeft verweerder aan eiseres op 13 juli 2007 een aanvraagformulier voor verlenging van de geldigheidsduur van haar verblijfsvergunning toegezonden.  Gelet op voornoemde gang van zaken en gelet op de omstandigheid dat eiseres als gevolg van de omstandigheid dat zij in het bezit is van een verblijfsdocument thans voorzieningen krijgt, heeft eiseres uit het handelen van verweerder in redelijkheid kunnen concluderen dat aan haar rechtmatig verblijf was toegestaan. Het beroep op het vertrouwensbeginsel slaagt dan ook.","Rechtbank 's-Gravenhage, 17-12-2007, AWB 07/21311",ECLI:NL:RBSGR:2007:BC5117,17-12-2007,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBSGR-2006-AZ2503,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBSGR:2006:AZ2503,uitspraak,De publicatie van de uitspraak staat gepland op 17-11-2006 om 09:41 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBSGR:2006:AZ2503&showbutton=true&keyword=mensenhandel,0.0,"['Bodemzaak', 'Eerste aanleg - enkelvoudig']",17-11-2006,2006-11-17T09:41:40Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Slachtoffer mensenhandel / getuige-aangever / beklagprocedure.
Artikel 3.88 Vb 2000 dient niet zo beperkt te worden uitgelegd dat slechts een (verlenging van de) verblijfsvergunning kan worden verleend indien de getuige-aangever zelf beklag heeft gedaan tegen de beslissing tot niet vervolging of niet verdere vervolging van de verdachte. Gelet op de toelichting bij artikel 3.88 Vb 2000 is van belang dat beklag is ingediend tegen de beslissing tot niet vervolging of niet verdere vervolging van de verdachte, niet door wie dit beklag is ingediend. Het is de uitdrukkelijke bedoeling van de wetgever dat verblijf van getuigen wordt vergund zolang dit nodig is (of kan zijn) voor de bewijsvoering in de strafzaak. Beroep gegrond.","Rechtbank 's-Gravenhage, 31-05-2006, AWB 05/45888",ECLI:NL:RBSGR:2006:AZ2503,31-05-2006,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBSGR-2012-BY1942,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBSGR:2012:BY1942,uitspraak,De publicatie van de uitspraak staat gepland op 01-11-2012 om 15:20 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBSGR:2012:BY1942&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],01-11-2012,2012-11-01T15:20:14Z,gepubliceerd,['Bestuursrecht; Vreemdelingenrecht'],[],"Beklag van getuige-aangever.

Een beklag op grond van artikel 12 van het WvSv door een getuige-aangever zal per definitie, behoudens bijzonder omstandigheden, niet-ontvankelijk zal worden verklaard, aangezien deze niet als rechtstreeks belanghebbende in de zin van dit artikel kan worden aangemerkt. Dit is een kennelijk, gegeven de artikelen 3.48 en 3.88 van het Vreemdelingenbesluit 2000 en hoofdstuk B9/10 van de Vreemdelingencirculaire 2000, door de wetgever niet beoogd gevolg. Immers de kennelijke bedoeling van deze regelgeving is dat ook een getuige-aangever, evenals het slachtoffer zelf, een inhoudelijk oordeel van het Gerechtshof zal kunnen verkrijgen naar aanleiding van een door de getuige-aangever ingediende klacht.

In het onderhavige geval heeft eiseres - gegeven voornoemd kennelijk niet bedoeld gevolg - geen inhoudelijk oordeel kunnen verkrijgen van het Gerechtshof op haar beklag, maar de beklagprocedure van haar moeder is nog lopende, er wordt nader onderzoek verricht en in dat kader worden in ieder geval twee getuigen gehoord. 

Het ligt in dit geval vooralsnog in de rede om voor wat de door eiseres gevraagde verlenging betreft aansluiting te zoeken bij de datum van de beslissing van het Gerechtshof op de door de moeder van eiseres ingediende klacht.","Rechtbank 's-Gravenhage, 29-08-2012, AWB 12/12185",ECLI:NL:RBSGR:2012:BY1942,29-08-2012,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBLIM-2016-1885,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBLIM:2016:1885,uitspraak,De publicatie van de uitspraak staat gepland op 07-03-2016 om 16:34 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBLIM:2016:1885&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],07-03-2016,2016-03-07T16:34:12Z,gepubliceerd,['Bestuursrecht'],[],"Naar het oordeel van de rechtbank heeft verweerder zich op grond van de stukken in de rapportage van de politie van 14 augustus 2014 in redelijkheid op het standpunt kunnen stellen dat aannemelijk is dat bij het escortbedrijf van eiser personen werkzaam zijn geweest in strijd met artikel 273f van het WvS. Eiser heeft onvoldoende voorzorgsmaatregelen getroffen om ervoor te zorgen dat er geen personen voor hem werkzaam zijn in strijd met artikel 273f van het WvS. Ook op het moment dat eiser ervan op de hoogte kon en moest zijn dat er mogelijk slachtoffers van mensenhandel voor hem werkten heeft hij niet de vereiste stappen ondernomen en de bevoegde autoriteiten benaderd om een en ander te melden. Nu niet (gemotiveerd en onderbouwd) is betoogd dan wel anderszins is gebleken dat eiser thans voldoende voorzorgsmaatregelen neemt om verdere gelijksoortige problemen te voorkomen, ziet de rechtbank geen aanleiding voor het oordeel dat in de toekomst geen risico meer bestaat dat personen bij het escortbedrijf werkzaam zullen zijn in strijd met artikel 273f van het WvS. Gelet hierop heeft verweerder de aan eiser verleende exploitatievergunning in kunnen trekken.","Rechtbank Limburg, 23-02-2016, AWB - 15 _ 3116gerectificeerd",ECLI:NL:RBLIM:2016:1885,23-02-2016,uitspraak,"[{'Vindplaats': 'JG 2016/28', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
